,,,,PRODUCTO,,,,,,,,COSTO,,,,PRECIO,,,PROYECCION,,,,,,,VENTA REAL,,,,
MX37290644|Oro 03,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,FLOR GRANDE DE CINCO PETALOS,ACERO,MUJER,ORO,$24.63,$0.25,$0.08,$0.05,,$25.01,$125.05,150,,$25.01,$62.50,,,,,,,$25.01,-$12.51,-$3.75,-$8.75,$0.00
MX37290644|Oro 03,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,FLOR GRANDE DE CINCO PETALOS,ACERO,MUJER,ORO,$24.63,$0.25,$0.08,$0.05,,$25.01,$125.05,150,,$25.01,$62.50,,,,,,,$25.01,-$12.51,-$3.75,-$8.75,$0.00
MX37290644|Oro 03,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,FLOR GRANDE DE CINCO PETALOS,ACERO,MUJER,ORO,$24.63,$0.25,$0.08,$0.05,,$25.01,$125.05,150,,$25.01,$62.50,,,,,,,$25.01,-$12.51,-$3.75,-$8.75,$0.00
MX37290644|Oro 03,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,FLOR GRANDE DE CINCO PETALOS,ACERO,MUJER,ORO,$24.63,$0.25,$0.08,$0.05,,$25.01,$125.05,150,,$25.01,$62.50,,,,,,,$25.01,-$12.51,-$3.75,-$8.75,$0.00
MX37290644|Oro 03,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,FLOR GRANDE DE CINCO PETALOS,ACERO,MUJER,ORO,$24.63,$0.25,$0.08,$0.05,,$25.01,$125.05,150,,$25.01,$62.50,,,,,,,$25.01,-$12.51,-$3.75,-$8.75,$0.00
MX37290644|Oro 03,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,ESTRELLA DE MAR GIGANTE,ACERO,MUJER,ORO,$24.63,$0.25,$0.08,$0.05,,$25.01,$125.05,150,,$25.01,$62.50,,,,,,,$25.01,-$12.51,-$3.75,-$8.75,$0.00
MX37290644|Oro 03,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,MARGARITA GIGANTE DORADA,ACERO,MUJER,ORO,$24.63,$0.25,$0.08,$0.05,,$25.01,$125.05,150,,$25.01,$62.50,,,,,,,$25.01,-$12.51,-$3.75,-$8.75,$0.00
MXNH34754566|NB-R2023056,FALTA,NIHAOJEWELRY,18/02/2025,20/02/2025,TRES LINEAS EN ROMBO QUE SE UNEN,ACERO,MUJER,ORO,$24.87,$0.25,$0.08,$0.05,,$25.25,$126.25,130,,$25.25,$52.38,,,,,,,$25.25,-$12.63,-$3.79,-$8.84,$0.00
MX33724776|Anillo dorado 259,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,SOL CHICO,ACERO,MUJER,ORO,$21.95,$0.25,$0.08,$0.05,,$22.33,$111.65,130,,$22.33,$53.84,,,,,,,$22.33,-$11.17,-$3.35,-$7.82,$0.00
MX33724776|Anillo dorado 259,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,SOL CHICO,ACERO,MUJER,ORO,$21.95,$0.25,$0.08,$0.05,,$22.33,$111.65,130,,$22.33,$53.84,,,,,,,$22.33,-$11.17,-$3.35,-$7.82,$0.00
MXNH36443304|Naranja,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,FLOR NARANJA COLGANDO,ACERO,MUJER,ORO,$32.69,$0.25,$0.08,$0.05,,$33.07,$165.35,150,,$33.07,$58.47,,,,,,,$33.07,-$16.54,-$4.96,-$11.57,$0.00
MXNH36443304|Naranja,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,FLOR NARANJA COLGANDO,ACERO,MUJER,ORO,$32.69,$0.25,$0.08,$0.05,,$33.07,$165.35,150,,$33.07,$58.47,,,,,,,$33.07,-$16.54,-$4.96,-$11.57,$0.00
MXNH36443305|Azul menta,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,FLOR AZUL COLGANDO,ACERO,MUJER,ORO,$32.69,$0.25,$0.08,$0.05,,$33.07,$165.35,150,,$33.07,$58.47,,,,,,,$33.07,-$16.54,-$4.96,-$11.57,$0.00
MXNH36443305|Azul menta,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,FLOR AZUL COLGANDO,ACERO,MUJER,ORO,$32.69,$0.25,$0.08,$0.05,,$33.07,$165.35,150,,$33.07,$58.47,,,,,,,$33.07,-$16.54,-$4.96,-$11.57,$0.00
MXNH37875142|Estilo 7|Apertura ajustable,PENDIENTE,NIHAOJEWELRY,18/02/2025,20/02/2025,TREBOL HUECO,ACERO,MUJER,ORO,$32.69,$0.25,$0.08,$0.05,,$33.07,$165.35,130,,$33.07,$48.47,,,,,,,$33.07,-$16.54,-$4.96,-$11.57,$0.00
MXNH36443308|Estilo de Luna,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,LUNA COLGANDO,ACERO,MUJER,ORO,$32.68,$0.25,$0.08,$0.05,,$33.06,$165.30,150,,$33.06,$58.47,,,,,,,$33.06,-$16.53,-$4.96,-$11.57,$0.00
MXNH36443307|Verde,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,FLOR VERDE COLGANDO,ACERO,MUJER,ORO,$32.68,$0.25,$0.08,$0.05,,$33.06,$165.30,150,,$33.06,$58.47,,,,,,,$33.06,-$16.53,-$4.96,-$11.57,$0.00
MXNH36443307|Verde,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,FLOR VERDE COLGANDO,ACERO,MUJER,ORO,$32.68,$0.25,$0.08,$0.05,,$33.06,$165.30,150,,$33.06,$58.47,,,,,,,$33.06,-$16.53,-$4.96,-$11.57,$0.00
MXNH31152689|Color B,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,ANSIEDAD COLORES,ACERO,MUJER,PLATA,$16.34,$0.25,$0.08,$0.05,,$16.72,$83.60,130,,$16.72,$56.64,,,,,,,$16.72,-$8.36,-$2.51,-$5.85,$0.00
MXNH31152689|Color B,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,ANSIEDAD COLORES,ACERO,MUJER,PLATA,$16.34,$0.25,$0.08,$0.05,,$16.72,$83.60,130,,$16.72,$56.64,,,,,,,$16.72,-$8.36,-$2.51,-$5.85,$0.00
MXNH31152689|Color B,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,ANSIEDAD COLORES,ACERO,MUJER,PLATA,$16.34,$0.25,$0.08,$0.05,,$16.72,$83.60,130,,$16.72,$56.64,,,,,,,$16.72,-$8.36,-$2.51,-$5.85,$0.00
MXNH31152689|Color B,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,ANSIEDAD COLORES,ACERO,MUJER,PLATA,$16.34,$0.25,$0.08,$0.05,,$16.72,$83.60,130,,$16.72,$56.64,,,,,,,$16.72,-$8.36,-$2.51,-$5.85,$0.00
MX40826651|Anillo abierto oso dorado,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,OSITO DORADO,ACERO,MUJER,ORO,$28.04,$0.25,$0.08,$0.05,,$28.42,$142.10,150,,$28.42,$60.79,,,,,,,$28.42,-$14.21,-$4.26,-$9.95,$0.00
MX40826651|Anillo abierto oso dorado,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,OSITO DORADO,ACERO,MUJER,ORO,$28.04,$0.25,$0.08,$0.05,,$28.42,$142.10,150,,$28.42,$60.79,,,,,,,$28.42,-$14.21,-$4.26,-$9.95,$0.00
MXNH33859038|Anillo de oro 141,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,VIBORA ENROSCADA,ACERO,MUJER,ORO,$21.46,$0.25,$0.08,$0.05,,$21.84,$109.20,130,,$21.84,$54.08,,,,,,,$21.84,-$10.92,-$3.28,-$7.64,$0.00
MXNH36336919|JZ-YS286,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,LUNA COLGANDO,ACERO,MUJER,ORO,$32.68,$0.25,$0.08,$0.05,,$33.06,$165.30,150,,$33.06,$58.47,,,,,,,$33.06,-$16.53,-$4.96,-$11.57,$0.00
MXNH36336919|JZ-YS286,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,LUNA COLGANDO,ACERO,MUJER,ORO,$32.68,$0.25,$0.08,$0.05,,$33.06,$165.30,150,,$33.06,$58.47,,,,,,,$33.06,-$16.53,-$4.96,-$11.57,$0.00
MX35128658|JR320-Color acero|Ajustable,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,FLOR HUECA,ACERO,MUJER,PLATA,$11.46,$0.25,$0.08,$0.05,,$11.84,$59.20,130,,$11.84,$59.08,,,,,,,$11.84,-$5.92,-$1.78,-$4.14,$0.00
MX35128658|JR320-Color acero|Ajustable,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,FLOR HUECA,ACERO,MUJER,PLATA,$11.46,$0.25,$0.08,$0.05,,$11.84,$59.20,130,,$11.84,$59.08,,,,,,,$11.84,-$5.92,-$1.78,-$4.14,$0.00
MXNH38862365|Oro|Talla Única|1 Pieza,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,CIRCULO DOBLADO ANCHO CON LINEAS,ACERO,MUJER,ORO,$29.75,$0.25,$0.08,$0.05,,$30.13,$150.65,150,,$30.13,$59.94,,,,01/05/2025,FARO,150,$30.13,$59.94,$17.98,$41.95,$150.00
MXNH38862366|Plata|Talla Única|1 Pieza,PENDIENTE,NIHAOJEWELRY,18/02/2025,20/02/2025,CIRCULO DOBLADO ANCHO CON LINEAS,ACERO,MUJER,PLATA,$26.82,$0.25,$0.08,$0.05,,$27.20,$136.00,150,,$27.20,$61.40,,,,,,,$27.20,-$13.60,-$4.08,-$9.52,$0.00
MX35128664|JR314-Color acero|Ajustable,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,VARIAS LINEAS PUNTOS NEGROS,ACERO,MUJER,PLATA,$16.83,$0.25,$0.08,$0.05,,$17.21,$86.05,130,,$17.21,$56.40,,,,,,,$17.21,-$8.61,-$2.58,-$6.02,$0.00
MX35128664|JR314-Color acero|Ajustable,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,VARIAS LINEAS PUNTOS NEGROS,ACERO,MUJER,PLATA,$16.83,$0.25,$0.08,$0.05,,$17.21,$86.05,130,,$17.21,$56.40,,,,,,,$17.21,-$8.61,-$2.58,-$6.02,$0.00
MX34754530|NB-R2023046,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,DOS LINEAS DORADAS,ACERO,MUJER,ORO,$23.90,$0.25,$0.08,$0.05,,$24.28,$121.40,130,,$24.28,$52.86,,,,,,,$24.28,-$12.14,-$3.64,-$8.50,$0.00
MX34754519|NB-R2023035,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,GRUPO DE LINEAS PARADAS QUE SE UNEN,ACERO,MUJER,ORO,$24.87,$0.25,$0.08,$0.05,,$25.25,$126.25,130,,$25.25,$52.38,,,,,,,$25.25,-$12.63,-$3.79,-$8.84,$0.00
MXNH40758941|Plata|Talla Única,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,ESTRELLA HUNDIDA,ACERO,MUJER,PLATA,$22.43,$0.25,$0.08,$0.05,,$22.81,$114.05,150,,$22.81,$63.60,,,,,,,$22.81,-$11.41,-$3.42,-$7.98,$0.00
MXNH40758941|Plata|Talla Única,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,ESTRELLA HUNDIDA,ACERO,MUJER,PLATA,$22.43,$0.25,$0.08,$0.05,,$22.81,$114.05,150,,$22.81,$63.60,,,,,,,$22.81,-$11.41,-$3.42,-$7.98,$0.00
MXNH37202059|Anillo de oro 853-8,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,FLORES SEGUIDAS BLANCO Y NEGRO,ACERO,MUJER,ORO,$27.59,$0.25,$0.08,$0.05,,$27.97,$139.85,130,,$27.97,$51.02,,,,18/05/2025,MULTI,120,$27.97,$46.02,$13.80,$32.21,$120.00
MX37194670|JR422-G7|Ajustable,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,FLORES GRANDES SEGUIDAS,ACERO,MUJER,ORO,$17.07,$0.25,$0.08,$0.05,,$17.45,$87.25,130,,$17.45,$56.28,,,,16/05/2025,MULTI,130,$17.45,$56.28,$16.88,$39.39,$130.00
MX34754514|NB-R2023030,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,CORAZONES SEGUIDOS,ACERO,MUJER,ORO,$24.87,$0.25,$0.08,$0.05,,$25.25,$126.25,130,,$25.25,$52.38,,,,,,,$25.25,-$12.63,-$3.79,-$8.84,$0.00
MX34754514|NB-R2023030,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,CORAZONES SEGUIDOS,ACERO,MUJER,ORO,$24.87,$0.25,$0.08,$0.05,,$25.25,$126.25,130,,$25.25,$52.38,,,,,,,$25.25,-$12.63,-$3.79,-$8.84,$0.00
MXNH36563708|Dorado y negro,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,TREBOL NEGRO,ACERO,MUJER,ORO,$23.65,$0.25,$0.08,$0.05,,$24.03,$120.15,130,,$24.03,$52.99,,,,,,,$24.03,-$12.02,-$3.60,-$8.41,$0.00
MXNH36563708|Dorado y negro,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,TREBOL NEGRO,ACERO,MUJER,ORO,$23.65,$0.25,$0.08,$0.05,,$24.03,$120.15,130,,$24.03,$52.99,,,,,,,$24.03,-$12.02,-$3.60,-$8.41,$0.00
MXNH36563709|Rojo Dorado,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,TREBOL ROJO,ACERO,MUJER,ORO,$23.65,$0.25,$0.08,$0.05,,$24.03,$120.15,130,,$24.03,$52.99,,,,,,,$24.03,-$12.02,-$3.60,-$8.41,$0.00
MX34892638|J723,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,TRES LINEAS CON PUNTOS PASTEL,ACERO,MUJER,ORO,$25.60,$0.25,$0.08,$0.05,,$25.98,$129.90,130,,$25.98,$52.01,,,,,,,$25.98,-$12.99,-$3.90,-$9.09,$0.00
MXNH36771191|Oro|Talla Única,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,CORAZON GRANDE DORADO,ACERO,MUJER,ORO,$35.60,$0.25,$0.08,$0.05,,$35.98,$179.90,150,,$35.98,$57.01,,,,,,,$35.98,-$17.99,-$5.40,-$12.59,$0.00
MXNH36771191|Oro|Talla Única,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,CORAZON GRANDE DORADO,ACERO,MUJER,ORO,$35.60,$0.25,$0.08,$0.05,,$35.98,$179.90,150,,$35.98,$57.01,,,,,,,$35.98,-$17.99,-$5.40,-$12.59,$0.00
MX33489452|HF-J1414-Oro|Apertura ajustable,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,OVALOS ATRAVESADOS,ACERO,MUJER,ORO,$24.38,$0.25,$0.08,$0.05,,$24.76,$123.80,130,,$24.76,$52.62,,,,,,,$24.76,-$12.38,-$3.71,-$8.67,$0.00
MX37058577|Amor en forma de corazón anillo 2,OK,NIHAOJEWELRY,18/02/2025,20/02/2025,CORAZONES BLANCO Y NEGRO,ACERO,MUJER,ORO,$25.60,$0.25,$0.08,$0.05,,$25.98,$129.90,130,,$25.98,$52.01,,,,,,,$25.98,-$12.99,-$3.90,-$9.09,$0.00
MX32540324|Cuadrado [diamante Rosa]],OK,NIHAOJEWELRY,18/02/2025,20/02/2025,CUADRITO ROSA BRILLANTE,ACERO,MUJER,ORO,$32.68,$0.25,$0.08,$0.05,,$33.06,$165.30,150,,$33.06,$58.47,,,,,,,$33.06,-$16.53,-$4.96,-$11.57,$0.00
MX32540324|Cuadrado [diamante Rosa]],OK,NIHAOJEWELRY,18/02/2025,20/02/2025,CUADRITO BLANCO BRILLANTE,ACERO,MUJER,ORO,$32.68,$0.25,$0.08,$0.05,,$33.06,$165.30,150,,$33.06,$58.47,,,,,,,$33.06,-$16.53,-$4.96,-$11.57,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
